RecordingDate,2021/06/16 15:47:14
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
前回のおさらい,NextPageAfterImage,730,471,1104,True
前回のおさらい,NextPageAfterImage,730,471,1269,True
前回のおさらい,BackgroundImage,730,471,1445,False
前回のおさらい,BackgroundImage,730,471,1629,True
前回のおさらい,NextMessageArrowDownImage,671,436,2378,True
前回のおさらい,NextPageAfterImage,720,475,3308,True
前回のおさらい,BranchButton1Image,425,173,9705,True
漫画購読,MangaFlipArrowImage,682,479,10727,True
漫画購読,MangaFlipArrowImage,682,479,10889,True
漫画購読,NextPageAfterImage,682,479,11054,True
おじゃま虫を見つけよう！,NextPageAfterImage,682,479,11209,True
おじゃま虫を見つけよう！,NextPageAfterImage,708,479,11577,True
おじゃま虫を見つけよう！,NextPageAfterImage,708,479,11779,True
おじゃま虫を見つけよう！,NextPageAfterImage,708,479,11949,True
チャレンジタイム 開始,BackgroundImage,708,479,12113,False
チャレンジタイム 開始,NextPageAfterImage,708,479,12277,True
チャレンジタイム 開始,NextPageAfterImage,708,479,12441,True
チャレンジタイム 開始,BackgroundImage,708,479,12605,False
チャレンジタイム 開始,NextPageAfterImage,708,479,12786,True
キミちゃんの考えときもちは…,NextPageAfterImage,708,479,12957,True
キミちゃんのきもちときもちの大きさ,BackgroundImage,708,479,13137,False
キミちゃんのきもちときもちの大きさ,BackgroundImage,708,479,13307,True
キミちゃんのきもちときもちの大きさ,KindOfFeelingInputButton,396,309,14035,True
キミちゃんのきもちときもちの大きさ,SelectBadFeelingListBox,472,207,16120,True
キミちゃんのきもちときもちの大きさ,NextPageAfterImage,723,467,16886,True
キミちゃんのきもちときもちの大きさ,SizeOfFeelingInputButton,613,322,17609,True
キミちゃんのきもちときもちの大きさ,SelectNeedleImage,390,356,18435,True
キミちゃんのきもちときもちの大きさ,NextPageAfterImage,708,479,19559,True
キミちゃんのきもちときもちの大きさ,NextPageAfterImage,724,465,23535,True
キミちゃんのきもちときもちの大きさ,NextPageAfterImage,741,477,31350,True
青助くんの考えときもちは…,NextPageAfterImage,739,474,32103,True
青助くんのきもちときもちの大きさ,KindOfFeelingInputButton,444,330,33249,True
青助くんのきもちときもちの大きさ,SelectBadFeelingListBox,462,260,35973,True
青助くんのきもちときもちの大きさ,NextPageAfterImage,697,480,37119,True
青助くんのきもちときもちの大きさ,SizeOfFeelingInputButton,578,331,37787,True
青助くんのきもちときもちの大きさ,SelectNeedleImage,405,360,39579,True
青助くんのきもちときもちの大きさ,NextPageAfterImage,707,468,40591,True
青助くんのきもちときもちの大きさ,NextPageAfterImage,744,479,41804,True
青助くんのきもちときもちの大きさ,NextPageAfterImage,738,488,50819,True
赤丸くんの考えときもちは…,NextPageAfterImage,736,483,51363,True
赤丸くんのきもちときもちの大きさ,KindOfFeelingInputButton,433,324,52453,True
赤丸くんのきもちときもちの大きさ,SelectBadFeelingListBox,473,341,53311,True
赤丸くんのきもちときもちの大きさ,NextPageAfterImage,702,470,54255,True
赤丸くんのきもちときもちの大きさ,SizeOfFeelingInputButton,605,340,54847,True
赤丸くんのきもちときもちの大きさ,SelectNeedleImage,482,350,55992,True
赤丸くんのきもちときもちの大きさ,NextPageAfterImage,708,460,56874,True
赤丸くんのきもちときもちの大きさ,NextPageAfterImage,741,456,57991,True
赤丸くんのきもちときもちの大きさ,NextPageAfterImage,765,477,65625,True
赤丸くんのきもちときもちの大きさ,NextPageAfterImage,765,477,65781,True
赤丸くんのきもちときもちの大きさ,BackgroundImage,765,477,65952,False
赤丸くんのきもちときもちの大きさ,NextPageAfterImage,765,477,66333,True
アイテム登場,BackgroundImage,765,477,66482,False
アイテム登場,NextPageAfterImage,765,477,66662,True
アイテム登場,NextPageAfterImage,765,477,66965,True
アイテム登場,BackgroundImage,765,477,67146,False
アイテム登場,NextPageAfterImage,748,475,67716,True
おじゃま虫バスターの使い方　その①,NextPageAfterImage,748,475,67942,True
おじゃま虫バスターの使い方　その①,NextPageAfterImage,748,475,68253,True
おじゃま虫バスターの使い方　その①,NextPageAfterImage,738,468,68949,True
おじゃま虫バスターの使い方　その①,BackgroundImage,738,467,69185,False
おじゃま虫バスターの使い方　その①,NextPageAfterImage,738,467,69338,True
青助くんのきもちときもちの大きさの変化,BackgroundImage,738,467,69673,True
青助くんのきもちときもちの大きさの変化,KindOfFeelingInputButton,423,318,70579,True
青助くんのきもちときもちの大きさの変化,NextPageAfterImage,689,475,71929,True
青助くんのきもちときもちの大きさの変化,HintCheckButtonText,711,117,72537,True
青助くんのきもちときもちの大きさの変化,NextPageAfterImage,729,469,74534,True
青助くんのきもちときもちの大きさの変化,HintCheckButtonText,727,107,375855,True
青助くんのきもちときもちの大きさの変化,NextPageAfterImage,732,481,377152,True
青助くんのきもちときもちの大きさの変化,NextPageAfterImage,731,478,378585,True
おじゃま虫バスターの使い方　その②,NextPageAfterImage,738,473,391236,True
おじゃま虫バスターの使い方　その②,NextPageAfterImage,738,473,391815,True
おじゃま虫バスターの使い方　その②,NextPageAfterImage,738,473,392549,True
おじゃま虫バスターの使い方　その②,NextPageAfterImage,738,473,393197,True
赤丸くんのきもちときもちの大きさの変化,BackgroundImage,738,473,393370,False
