RecordingDate,2021/06/16 15:37:23
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
前回のおさらい,NextPageAfterImage,708,467,1064,True
前回のおさらい,NextPageAfterImage,708,467,1225,True
前回のおさらい,BackgroundImage,708,467,1381,False
前回のおさらい,NextPageAfterImage,708,467,1563,True
前回のおさらい,BackgroundImage,708,467,1771,True
前回のおさらい,BranchButton1Image,447,172,2811,True
漫画購読,MangaFlipArrowImage,707,484,12079,True
漫画購読,MangaFlipArrowImage,707,484,12241,True
漫画購読,NextPageAfterImage,707,484,12403,True
チャレンジタイム 開始,NextPageAfterImage,707,484,12567,True
チャレンジタイム 開始,NextPageAfterImage,719,477,13044,True
チャレンジタイム 開始,BackgroundImage,720,477,13216,False
チャレンジタイム 開始,NextPageAfterImage,720,477,13395,True
キミちゃんの考えときもちは…,NextPageAfterImage,720,477,13691,True
発表する時のキミちゃんのきもち,BackgroundImage,720,477,13901,False
発表する時のキミちゃんのきもち,BackgroundImage,720,477,14127,True
発表する時のキミちゃんのきもち,KindOfFeelingInputButton,438,349,14793,True
発表する時のキミちゃんのきもち,NextPageAfterImage,747,478,16073,True
発表する時のキミちゃんのきもち,KindOfFeelingInputButton,485,340,17016,True
発表する時のキミちゃんのきもち,SelectBadFeelingListBox,477,208,18451,True
発表する時のキミちゃんのきもち,NextPageAfterImage,714,460,19061,True
発表する時のキミちゃんのきもち,SizeOfFeelingInputButton,606,334,19669,True
発表する時のキミちゃんのきもち,NextPageAfterImage,760,459,20753,True
発表する時のキミちゃんのきもち,NextPageAfterImage,760,459,20899,True
友だちを遊びに誘うときのキミちゃんのきもち,KindOfFeelingInputButton,508,336,22165,True
友だちを遊びに誘うときのキミちゃんのきもち,SelectBadFeelingListBox,479,361,27103,True
友だちを遊びに誘うときのキミちゃんのきもち,NextPageAfterImage,711,477,28069,True
友だちを遊びに誘うときのキミちゃんのきもち,SizeOfFeelingInputButton,607,350,28766,True
友だちを遊びに誘うときのキミちゃんのきもち,SelectHeartImage,408,313,29567,True
友だちを遊びに誘うときのキミちゃんのきもち,SelectNeedleImage,401,332,30425,True
友だちを遊びに誘うときのキミちゃんのきもち,NextPageAfterImage,726,468,31829,True
友だちを遊びに誘うときのキミちゃんのきもち,NextPageAfterImage,748,472,32937,True
友だちを遊びに誘うときのキミちゃんのきもち,NextPageAfterImage,721,465,43219,True
友だちを遊びに誘うときのキミちゃんのきもち,BackgroundImage,721,465,43389,False
友だちを遊びに誘うときのキミちゃんのきもち,NextPageAfterImage,721,465,43545,True
発表前の２人のようすは,NextPageAfterImage,721,465,44029,True
赤丸君とキミちゃんの考え,NextPageAfterImage,721,465,44226,True
赤丸君とキミちゃんの考え,NextPageAfterImage,721,465,44842,True
赤丸君とキミちゃんの考え,NextPageAfterImage,721,465,45347,True
アイテム登場,NextPageAfterImage,721,465,45801,True
アイテム登場,NextPageAfterImage,721,465,45980,True
グループアクティビティパート①　開始,BackgroundImage,721,465,46167,False
グループアクティビティパート①　開始,NextPageAfterImage,721,465,46581,True
休み時間に、友だちをサッカーにさそう場面・・・,NextPageAfterImage,721,465,47071,True
赤丸くんと青助くんの考え,,218,201,48218,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,95,234,49602,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,163,210,50133,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,117,194,50452,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,245,215,50859,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,341,214,51685,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,338,250,51934,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,335,270,52198,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,377,322,52963,True
赤丸くんと青助くんの考え,InputThoughtCanvas1,187,408,53779,True
赤丸くんと青助くんの考え,CompleteInputButton,730,125,56690,True
