RecordingDate,2021/06/16 16:09:48
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
前回のおさらい,NextPageAfterImage,719,478,1129,True
前回のおさらい,NextPageAfterImage,720,478,1302,True
前回のおさらい,NextPageAfterImage,720,478,1447,True
前回のおさらい,BackgroundImage,720,478,1618,True
前回のおさらい,BackgroundImage,720,478,1782,True
前回のおさらい,BranchButton1Image,433,178,2561,True
漫画購読,MangaFlipArrowImage,696,473,3268,True
漫画購読,MangaFlipArrowImage,696,473,3440,True
漫画購読,MangaFlipArrowImage,696,473,3595,True
漫画購読,MangaFlipArrowImage,696,473,3765,True
漫画購読,MangaFlipArrowImage,696,473,3913,True
漫画購読,NextPageAfterImage,696,473,4077,True
さらにいろいろな問題をかいけつしよう！,BackgroundImage,696,473,4241,True
さらにいろいろな問題をかいけつしよう！,NextMessageArrowDownImage,631,446,4915,True
チャレンジタイム 開始,MainMessageBubbleImage,638,441,5155,True
チャレンジタイム 開始,NextPageAfterImage,705,466,5678,True
チャレンジタイム 開始,NextPageAfterImage,707,466,5849,True
アイテムの総復習①,NextPageAfterImage,707,466,6007,True
アイテムの総復習①,ItemReviewButton03,707,466,6183,True
アイテムの総復習①,ItemNameButton06,144,337,7174,True
アイテムの総復習①,ItemNameButton06,155,327,8517,True
アイテムの総復習①,ItemNameButton06,132,330,9765,True
アイテムの総復習①,ItemNameButton01,133,376,11511,True
アイテムの総復習①,ItemNameButton01,125,379,12556,True
アイテムの総復習①,ItemNameButton01,146,375,14878,True
アイテムの総復習①,ItemNameButton01,127,373,15815,True
アイテムの総復習①,ItemNameButton01,134,381,16651,True
アイテムの総復習①,ItemNameButton04,140,427,18405,True
アイテムの総復習①,ItemNameButton04,139,437,20355,True
アイテムの総復習①,ItemNameButton04,128,431,22995,True
アイテムの総復習①,ItemNameButton04,129,426,24052,True
アイテムの総復習①,ItemNameButton03,307,349,27013,True
アイテムの総復習①,ItemNameButton03,181,177,28296,True
アイテムの総復習①,ItemNameButton03,206,174,28978,True
アイテムの総復習①,ItemNameButton05,304,385,30313,True
アイテムの総復習①,ItemNameButton02,312,432,31488,True
アイテムの総復習①,ItemNameButton02,265,447,32496,True
アイテムの総復習①,ItemNameButton02,202,182,33622,True
アイテムの総復習①,ItemNameButton02,339,176,34788,True
アイテムの総復習①,ItemReviewButton06,540,336,36120,True
アイテムの総復習①,ItemReviewButton06,551,323,37671,True
アイテムの総復習①,ItemReviewButton02,697,342,38922,True
アイテムの総復習①,ItemReviewButton05,542,393,40928,True
アイテムの総復習①,ItemReviewButton01,685,394,43404,True
アイテムの総復習①,ItemReviewButton04,530,459,44971,True
アイテムの総復習①,ItemReviewButton03,665,438,46544,True
アイテムの総復習①,ChallengeCompleteImage,748,496,47838,True
アイテムの総復習①,NextPageAfterImage,733,484,48479,True
アイテムの総復習②,ItemNameButton01,150,383,51332,True
アイテムの総復習②,ItemNameButton04,132,433,53022,True
アイテムの総復習②,ItemNameButton04,129,435,54255,True
アイテムの総復習②,ItemNameButton03,285,333,56165,True
アイテムの総復習②,ItemNameButton05,296,380,57545,True
アイテムの総復習②,ItemNameButton02,304,430,59072,True
アイテムの総復習②,ItemReviewButton05,524,384,60664,True
アイテムの総復習②,ItemReviewButton02,682,328,61757,True
アイテムの総復習②,ItemReviewButton01,702,404,63174,True
アイテムの総復習②,ItemReviewButton04,564,449,64734,True
アイテムの総復習②,ItemReviewButton03,661,440,66052,True
アイテムの総復習②,ChallengeCompleteImage,729,483,67285,True
アイテムの総復習②,NextPageAfterImage,729,483,67447,True
グループアクティビティ 開始,NextPageAfterImage,729,483,67588,True
グループアクティビティ 開始,,457,210,69360,True
グループアクティビティ,,644,273,76401,True
グループアクティビティ,,559,298,76932,True
グループアクティビティ,,697,288,77656,True
グループアクティビティ,,564,309,78278,True
グループアクティビティ,,746,270,79072,True
グループアクティビティ,InputItemMethodItemsControl,243,313,80015,True
グループアクティビティ,InputCanvas,268,271,80513,True
グループアクティビティ,CompleteInputButton,754,125,81594,True
グループアクティビティ,BackItemMethodButton,34,338,82302,True
グループアクティビティ,InputItemMethodItemsControl,247,319,82768,True
グループアクティビティ,InputCanvas,262,297,83057,True
グループアクティビティ,CompleteInputButton,729,128,84172,True
グループアクティビティ,,24,304,84847,True
グループアクティビティ,InputItemMethodItemsControl,304,299,85315,True
グループアクティビティ,InputCanvas,354,278,86007,True
グループアクティビティ,CompleteInputButton,746,132,86909,True
グループアクティビティ,ChallengeNextImage,686,475,87721,True
グループアクティビティ,BackPageBeforeImage,83,480,93197,True
グループアクティビティ,ChallengeNextImage,706,467,136553,True
