RecordingDate,2021/06/16 16:13:41
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
グループアクティビティ,NextItemMethodButton,565,249,2954,True
グループアクティビティ,,46,300,4271,True
グループアクティビティ,,635,219,6119,True
グループアクティビティ,,631,265,6790,True
グループアクティビティ,NextItemMethodButton,536,306,7467,True
グループアクティビティ,,686,280,8464,True
グループアクティビティ,BackgroundImage,587,308,9151,True
グループアクティビティ,,573,304,9619,True
グループアクティビティ,,744,278,10103,True
グループアクティビティ,NextItemMethodButton,576,319,11278,True
グループアクティビティ,,676,275,12204,True
グループアクティビティ,,54,310,13651,True
グループアクティビティ,,54,310,13976,True
グループアクティビティ,InputItemMethodItemsControl,334,329,14601,True
グループアクティビティ,InputCanvas,346,278,15007,True
グループアクティビティ,CompleteInputButton,719,145,15686,True
グループアクティビティ,,546,279,16279,True
グループアクティビティ,InputItemMethodItemsControl,365,321,16724,True
グループアクティビティ,InputCanvas,348,304,17224,True
グループアクティビティ,CompleteInputButton,730,125,18016,True
グループアクティビティ,,556,310,18712,True
グループアクティビティ,InputItemMethodItemsControl,386,328,19109,True
グループアクティビティ,InputCanvas,397,327,19647,True
グループアクティビティ,CompleteInputButton,726,102,20451,True
グループアクティビティ,ChallengeNextImage,717,464,21551,True
グループアクティビティ,NextMessageArrowDownImage,651,444,32911,True
グループアクティビティ,MainMessageBubbleImage,651,444,33069,True
グループアクティビティ,MainMessageBubbleImage,651,444,33238,True
グループアクティビティ,NextPageAfterImage,698,486,33669,True
グループアクティビティ,BackgroundImage,700,484,33855,True
グループアクティビティ,BackgroundImage,701,482,34043,True
グループアクティビティ,NextMessageArrowDownImage,642,450,34416,True
グループアクティビティ,NextMessageArrowDownImage,642,449,34611,True
グループアクティビティ,NextMessageArrowDownImage,642,449,34790,True
グループアクティビティ,MainMessageBubbleImage,646,447,34986,True
グループアクティビティ,MainMessageBubbleImage,646,447,35180,True
グループアクティビティ,NextPageAfterImage,714,472,35595,True
修了証書授与,NextPageAfterImage,714,472,35780,True
修了証書授与,NextPageAfterImage,0,0,35999,False
