RecordingDate,2021/06/16 15:33:29
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
前回のおさらい,NextPageAfterImage,713,473,1204,True
前回のおさらい,NextPageAfterImage,713,473,1378,True
前回のおさらい,BackgroundImage,713,473,1528,False
前回のおさらい,NextPageAfterImage,713,473,1694,True
前回のおさらい,BackgroundImage,707,473,1981,True
前回のおさらい,BranchButton1Image,492,170,2660,True
漫画購読,MangaFlipArrowImage,680,473,3395,True
漫画購読,MangaFlipArrowImage,680,473,3560,True
漫画購読,MangaFlipArrowImage,680,473,3732,True
漫画購読,MangaFlipArrowImage,680,473,3896,True
漫画購読,MangaFlipArrowImage,680,473,4051,True
漫画購読,NextPageAfterImage,706,476,4700,True
「かっこいいところ」や「いいところ」はどのようなことだろう？,BackgroundImage,706,476,4868,False
「かっこいいところ」や「いいところ」はどのようなことだろう？,NextPageAfterImage,706,476,5250,True
「かっこいいところ」や「いいところ」はどのようなことだろう？,BackgroundImage,706,476,5407,True
「かっこいいところ」や「いいところ」はどのようなことだろう？,NextPageAfterImage,706,476,5562,True
「かっこいいところ」や「いいところ」はどのようなことだろう？,BackgroundImage,706,476,5896,True
「かっこいいところ」や「いいところ」はどのようなことだろう？,NextMessageArrowDownImage,660,436,6678,True
「かっこいいところ」や「いいところ」はどのようなことだろう？,NextPageAfterImage,700,470,7315,True
アイテム登場,BackgroundImage,700,470,7492,False
アイテム登場,NextPageAfterImage,700,470,7648,True
アイテム登場,NextPageAfterImage,700,470,7836,True
すてきなせいかくをさがしてみよう,BackgroundImage,700,470,7992,False
すてきなせいかくをさがしてみよう,BackgroundImage,700,470,8318,True
すてきなせいかくをさがしてみよう,NextMessageArrowDownImage,661,451,8779,True
すてきなせいかくをさがしてみよう,NextMessageArrowDownImage,681,451,9519,True
すてきなせいかくをさがしてみよう,NextMessageArrowDownImage,683,452,10157,True
すてきなせいかくをさがしてみよう,NextMessageArrowDownImage,668,442,10890,True
すてきなせいかくをさがしてみよう,MainMessageBubbleImage,668,442,11076,False
すてきなせいかくをさがしてみよう,NextMessageArrowDownImage,668,442,11254,True
すてきなせいかくをさがしてみよう,NextPageAfterImage,704,460,11960,True
チャレンジタイム 開始,BackgroundImage,705,460,12145,False
チャレンジタイム 開始,NextPageAfterImage,705,460,12300,True
チャレンジタイム 開始,ChallengeCompleteImage,705,460,12582,True
チャレンジタイム 開始,SelectNicePersonalityListBox,260,168,13893,True
チャレンジタイム 開始,SelectNicePersonalityListBox,259,205,14128,True
チャレンジタイム 開始,SelectNicePersonalityListBox,260,235,14362,True
チャレンジタイム 開始,SelectNicePersonalityListBox,264,257,14720,True
チャレンジタイム 開始,SelectNicePersonalityListBox,275,287,15330,True
チャレンジタイム 開始,SelectNicePersonalityListBox,280,306,15618,True
チャレンジタイム 開始,SelectNicePersonalityListBox,291,348,15897,True
チャレンジタイム 開始,SelectNicePersonalityListBox,289,395,16227,True
チャレンジタイム 開始,SelectNicePersonalityListBox,284,425,16790,True
チャレンジタイム 開始,SelectNicePersonalityListBox,298,464,17162,True
チャレンジタイム 開始,ChallengeNextImage,686,465,17834,True
チャレンジタイム 開始,NextPageAfterImage,686,465,18456,True
３人のすてきなせいかくをみてみよう！,NextPageAfterImage,686,465,18612,True
３人のすてきなせいかくをみてみよう！,MainMessageBubbleImage,686,465,18806,False
３人のすてきなせいかくをみてみよう！,NextMessageArrowDownImage,658,454,19479,True
３人のすてきなせいかくをみてみよう！,MainMessageBubbleImage,658,452,19668,False
３人のすてきなせいかくをみてみよう！,NextMessageArrowDownImage,658,452,19844,True
３人のすてきなせいかくをみてみよう！,NextMessageArrowDownImage,658,452,20040,True
３人のすてきなせいかくをみてみよう！,NextMessageArrowDownImage,658,452,20226,True
３人のすてきなせいかくをみてみよう！,NextMessageArrowDownImage,658,452,20438,True
３人のすてきなせいかくをみてみよう！,MainMessageBubbleImage,658,452,20602,False
３人のすてきなせいかくをみてみよう！,MainMessageBubbleImage,658,452,20780,True
３人のすてきなせいかくをみてみよう！,MainMessageBubbleImage,677,461,21142,True
３人のすてきなせいかくをみてみよう！,MainMessageBubbleImage,677,461,21334,True
３人のすてきなせいかくをみてみよう！,NextPageAfterImage,710,467,21532,True
グループアクティビティ 開始,BackgroundImage,712,467,21695,False
グループアクティビティ 開始,NextPageAfterImage,712,467,21874,True
グループアクティビティ 開始,ShirojiSmallRightDownImage,712,467,22093,False
グループアクティビティ 開始,ShirojiSmallRightDownImage,712,467,22388,True
グループアクティビティ 開始,GroupeActivityNextMessageArrowDownImage,650,468,22960,True
グループアクティビティ 開始,GroupeActivityMessageBubbleImage,653,469,23450,True
グループアクティビティ 開始,NextPageAfterImage,695,470,23677,True
グループアクティビティ,GroupeActivityButton,303,279,24652,True
グループアクティビティ,NicePesonalityListView,102,195,25518,True
グループアクティビティ,NicePesonalityListView,94,255,26065,True
グループアクティビティ,NicePesonalityListView,105,320,26735,True
グループアクティビティ,NicePesonalityListView,101,379,27405,True
グループアクティビティ,NicePesonalityListView,137,405,27875,True
グループアクティビティ,NicePesonalityListView,130,446,28226,True
グループアクティビティ,NicePesonalityListView,129,446,28842,True
グループアクティビティ,NicePesonalityListView,421,199,29708,True
グループアクティビティ,NicePesonalityListView,447,216,30143,True
グループアクティビティ,NicePesonalityListView,385,279,30541,True
グループアクティビティ,NicePesonalityListView,420,284,31112,True
グループアクティビティ,NicePesonalityListView,382,266,32258,True
グループアクティビティ,NicePesonalityListView,424,263,32915,True
グループアクティビティ,NicePesonalityListView,400,307,33637,True
グループアクティビティ,NicePesonalityListView,434,320,34418,True
グループアクティビティ,NicePesonalityListView,390,359,35159,True
グループアクティビティ,NicePesonalityListView,429,370,35698,True
グループアクティビティ,NicePesonalityListView,400,379,36041,True
グループアクティビティ,NicePesonalityListView,417,382,36658,True
グループアクティビティ,NicePesonalityListView,463,378,37109,True
グループアクティビティ,NicePesonalityListView,498,386,37570,True
グループアクティビティ,NicePesonalityListView,403,443,38045,True
グループアクティビティ,NicePesonalityListView,413,428,39028,True
グループアクティビティ,NicePesonalityListView,473,440,39573,True
グループアクティビティ,NicePesonalityListView,473,449,40348,True
グループアクティビティ,CompleteInputButton,748,101,41275,True
グループアクティビティ,ChallengeNextImage,693,464,43436,True
グループアクティビティ,NextPageAfterImage,697,463,44505,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,671,447,45496,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,666,446,45723,True
「すてきなせいかく」はいやなきもちになったときの助けになる,MainMessageBubbleImage,666,446,45892,False
「すてきなせいかく」はいやなきもちになったときの助けになる,MainMessageBubbleImage,666,446,46056,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextPageAfterImage,697,466,46784,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,660,441,47517,True
「すてきなせいかく」はいやなきもちになったときの助けになる,MainMessageBubbleImage,660,441,47688,False
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,660,441,47860,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,660,441,48258,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,660,441,48772,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,660,441,49224,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,660,441,49842,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextMessageArrowDownImage,660,441,50332,True
「すてきなせいかく」はいやなきもちになったときの助けになる,PointCheckBox1,132,116,51926,True
「すてきなせいかく」はいやなきもちになったときの助けになる,PointCheckBox2,129,192,52332,True
「すてきなせいかく」はいやなきもちになったときの助けになる,PointCheckBox3,131,269,52754,True
「すてきなせいかく」はいやなきもちになったときの助けになる,NextPageAfterImage,709,468,53727,True
まとめ,ExitButton,756,75,54867,True
まとめ,ExitBackYesButtonImage,340,306,55640,True
