RecordingDate,2021/06/16 15:24:07
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
まとめ,BackPageBeforeImage,72,467,1771,True
まとめ,BackPageBeforeImage,72,467,1966,False
まとめ,BackgroundImage,72,467,2106,True
まとめ,BackMessageAllowUpImage,623,396,3011,True
まとめ,MainMessageBubbleImage,628,394,3271,False
まとめ,BackMessageAllowUpImage,642,388,3683,True
まとめ,MainMessageBubbleImage,642,388,3854,False
まとめ,MainMessageBubbleImage,642,388,4007,True
まとめ,MainMessageBubbleImage,642,388,4203,True
まとめ,BackPageBeforeImage,39,484,4977,True
まとめ,BackMessageAllowUpImage,655,391,6077,True
まとめ,BackMessageAllowUpImage,655,391,6761,True
まとめ,MainMessageBubbleImage,655,391,6957,False
まとめ,MainMessageBubbleImage,655,391,7119,True
まとめ,BackPageBeforeImage,69,469,7871,True
グループアクティビティ,RelaxMethodInputListView,216,229,8915,True
グループアクティビティ,RelaxMethodInputCanvasListView,229,206,9633,True
グループアクティビティ,InputCanvasPlusButton,193,289,10232,True
グループアクティビティ,RelaxMethodInputCanvasListView,201,300,10692,True
グループアクティビティ,InputCanvasPlusButton,232,384,11394,True
グループアクティビティ,RelaxMethodInputCanvasListView,226,388,11871,True
グループアクティビティ,CompleteInputButton,722,112,13041,True
グループアクティビティ,NextGoImage,670,468,14748,True
グループアクティビティ,ExitButton,774,77,113426,True
グループアクティビティ,ExitBackYesButtonImage,343,351,114378,False
