RecordingDate,2021/06/16 15:22:11
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
グループアクティビティ,RelaxMethodInputListView,268,330,1241,True
グループアクティビティ,RelaxMethodInputCanvasListView,198,225,2013,True
グループアクティビティ,InputCanvasPlusButton,175,294,2473,True
グループアクティビティ,RelaxMethodInputCanvasListView,167,296,2987,True
グループアクティビティ,InputCanvasPlusButton,221,382,3852,True
グループアクティビティ,RelaxMethodInputCanvasListView,187,338,13701,True
グループアクティビティ,InputCanvasPlusButton,180,421,14614,True
グループアクティビティ,RelaxMethodInputCanvasListView,206,406,15643,True
グループアクティビティ,RelaxMethodInputCanvasListView,231,406,16323,True
グループアクティビティ,InputCanvasPlusButton,271,435,18606,True
グループアクティビティ,RelaxMethodInputCanvasListView,299,335,20775,True
グループアクティビティ,RelaxMethodInputCanvasListView,306,332,21577,True
グループアクティビティ,InputCanvasPlusButton,310,413,22123,True
グループアクティビティ,,743,323,23341,True
グループアクティビティ,RelaxMethodInputCanvasListView,421,321,24003,True
グループアクティビティ,CompleteInputButton,758,111,25173,True
グループアクティビティ,RelaxMethodInputListView,569,288,25741,True
グループアクティビティ,CompleteInputButton,714,134,26279,True
グループアクティビティ,NextGoImage,700,485,27036,True
グループアクティビティ,BackPageBeforeImage,66,464,31756,True
グループアクティビティ,NextGoImage,707,471,33392,True
グループアクティビティ,NextMessageArrowDownImage,659,440,44051,True
グループアクティビティ,NextMessageArrowDownImage,648,448,45883,True
グループアクティビティ,NextPageAfterImage,706,472,46694,True
グループアクティビティ,BackgroundImage,706,472,46957,True
グループアクティビティ,NextMessageArrowDownImage,648,438,47598,True
グループアクティビティ,MainMessageBubbleImage,648,438,47783,False
グループアクティビティ,NextMessageArrowDownImage,679,445,48251,True
グループアクティビティ,NextPageAfterImage,704,488,48998,True
まとめ,BackPageBeforeImage,70,478,50267,True
まとめ,ExitButton,753,72,51489,True
まとめ,ExitBackYesButtonImage,304,341,52271,False
