RecordingDate,2021/06/16 15:28:18
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
グループアクティビティ,RelaxMethodInputListView,865,531,1862,True
グループアクティビティ,RelaxMethodInputCanvasListView,928,370,2525,True
グループアクティビティ,InputCanvasPlusButton,795,545,3007,True
グループアクティビティ,RelaxMethodInputCanvasListView,848,567,3436,True
グループアクティビティ,InputCanvasPlusButton,778,738,4123,True
グループアクティビティ,RelaxMethodInputCanvasListView,848,723,5261,True
グループアクティビティ,InputCanvasPlusButton,791,809,8093,True
グループアクティビティ,RelaxMethodInputCanvasListView,936,594,9713,True
グループアクティビティ,RelaxMethodInputCanvasListView,994,633,10179,True
グループアクティビティ,InputCanvasPlusButton,828,805,11642,True
グループアクティビティ,,1776,594,12827,True
グループアクティビティ,RelaxMethodInputCanvasListView,935,600,13589,True
グループアクティビティ,RelaxMethodInputCanvasListView,938,614,14628,True
グループアクティビティ,,1775,641,16080,True
グループアクティビティ,InputCanvasPlusButton,764,791,16953,True
グループアクティビティ,RelaxMethodInputCanvasListView,931,802,17695,True
グループアクティビティ,CompleteInputButton,1692,157,19661,True
グループアクティビティ,NextGoImage,1600,921,20527,True
グループアクティビティ,ExitButton,1806,23,28865,True
グループアクティビティ,ExitBackYesButtonImage,827,588,29669,False
