RecordingDate,2021/06/16 15:12:57
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
前回のおさらい,NextPageAfterImage,736,476,8310,True
前回のおさらい,NextPageAfterImage,736,476,8484,True
前回のおさらい,BackgroundImage,736,476,8645,False
前回のおさらい,NextPageAfterImage,736,476,8919,True
前回のおさらい,BackgroundImage,736,476,9103,True
前回のおさらい,BackgroundImage,736,476,9259,True
前回のおさらい,ImRememberTextBlock,412,225,10123,True
漫画購読,MangaFlipArrowImage,661,466,10880,True
漫画購読,MangaFlipArrowImage,661,466,11049,True
漫画購読,NextPageAfterImage,707,476,11704,True
赤丸くんのからだの変化,BackgroundImage,707,476,11875,False
赤丸くんのからだの変化,NextPageAfterImage,707,476,12061,True
赤丸くんのからだの変化,NextPageAfterImage,684,471,12337,True
赤丸くんのからだの変化,NextPageAfterImage,685,470,12563,True
チャレンジタイム！開始,NextPageAfterImage,703,471,12819,True
チャレンジタイム！パート①開始,NextPageAfterImage,703,471,12997,True
チャレンジタイム！パート①開始,BackgroundImage,703,471,13159,False
チャレンジタイム！パート①開始,NextPageAfterImage,703,471,13323,True
キミちゃんのからだの変化,BackgroundImage,703,471,13625,True
キミちゃんのからだの変化,BackgroundImage,703,471,13799,True
キミちゃんのからだの変化,BodyImageOfKimiBubble1Button,147,128,14764,True
キミちゃんのからだの変化,LeftBodyImageOfKimiCanvas,218,287,15240,True
キミちゃんのからだの変化,CompleteInputButton,732,103,15847,True
キミちゃんのからだの変化,BodyImageOfKimiBubble2Button,186,248,16339,True
キミちゃんのからだの変化,LeftBodyImageOfKimiCanvas,203,357,16664,True
キミちゃんのからだの変化,CompleteInputButton,698,133,17294,True
キミちゃんのからだの変化,BodyImageOfKimiBubble3Button,221,334,17870,True
キミちゃんのからだの変化,LeftBodyImageOfKimiCanvas,304,349,18249,True
キミちゃんのからだの変化,CompleteInputButton,707,118,18952,True
キミちゃんのからだの変化,BodyImageOfKimiBubble4Button,231,404,19513,True
キミちゃんのからだの変化,LeftBodyImageOfKimiCanvas,351,297,19753,True
キミちゃんのからだの変化,CompleteInputButton,763,100,20355,True
キミちゃんのからだの変化,BodyImageOfKimiBubble5Button,631,124,20742,True
キミちゃんのからだの変化,RightBodyImageOfKimiBubbleCanvasBorder,560,262,21117,True
キミちゃんのからだの変化,RightBodyImageOfKimiCanvas,620,358,21560,True
キミちゃんのからだの変化,CompleteInputButton,757,102,22068,True
キミちゃんのからだの変化,BodyImageOfKimiBubble6Button,608,228,22596,True
キミちゃんのからだの変化,RightBodyImageOfKimiCanvas,486,358,22937,True
キミちゃんのからだの変化,CompleteInputButton,729,118,23609,True
キミちゃんのからだの変化,BodyImageOfKimiBubble7Button,577,365,24176,True
キミちゃんのからだの変化,RightBodyImageOfKimiCanvas,447,377,24442,True
キミちゃんのからだの変化,CompleteInputButton,748,123,25167,True
キミちゃんのからだの変化,NextPageAfterImage,761,476,26103,True
キミちゃんのからだの変化,NextPageAfterImage,772,485,26938,True
チャレンジタイム！パート②開始,NextPageAfterImage,772,485,27093,True
チャレンジタイム！パート②開始,BackgroundImage,772,485,27263,False
チャレンジタイム！パート②開始,NextMessageArrowDownImage,648,448,28334,True
チャレンジタイム！パート②開始,NextPageAfterImage,723,486,29303,True
