RecordingDate,2021/06/16 16:06:04
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
チャレンジタイム！　パート②,InputButton2,216,306,1181,True
チャレンジタイム！　パート②,InputCanvas2_1,241,197,1835,True
チャレンジタイム！　パート②,InputCanvas2_2,198,268,2273,True
チャレンジタイム！　パート②,InputCanvas2_3,208,328,2899,True
チャレンジタイム！　パート②,CompleteInputButton,741,136,4043,True
チャレンジタイム！　パート②,NextPageAfterImage,1700,941,91374,True
チャレンジタイム！　パート②,NextMessageArrowDownImage,660,443,97879,True
チャレンジタイム！　パート②,MainMessageBubbleImage,660,443,98056,True
チャレンジタイム！　パート②,NextPageAfterImage,711,482,98868,True
チャレンジタイム！　パート②,NextPageAfterImage,711,479,99664,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,480,238,100553,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,543,244,100828,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,607,248,101130,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,663,254,101412,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,669,330,101761,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,669,330,101924,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,608,327,102199,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,608,327,102362,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,560,322,102612,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,560,322,102782,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,486,322,103032,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,486,322,103204,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,463,410,103485,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,463,410,103649,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,535,395,103930,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,535,395,104078,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,535,395,104226,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,592,397,104601,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,592,397,104757,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,673,389,105088,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,673,389,105257,True
チャレンジタイム！　パート②,EvaluateAkamaruMethodListView,673,389,105410,True
チャレンジタイム！　パート②,NextPageAfterImage,721,463,106075,True
チャレンジタイム！　パート②,NextMessageArrowDownImage,657,433,113990,True
チャレンジタイム！　パート②,MainMessageBubbleImage,657,433,114152,True
チャレンジタイム！　パート②,NextPageAfterImage,719,486,114653,True
チャレンジタイム！　パート②,NextPageAfterImage,718,482,115147,True
チャレンジタイム！　パート②,NextMessageArrowDownImage,670,446,115947,True
チャレンジタイム！　パート②,MainMessageBubbleImage,669,446,116120,True
チャレンジタイム！　パート②,MainMessageBubbleImage,669,446,116344,True
チャレンジタイム！　パート②,NextPageAfterImage,709,461,116611,True
グループアクティビティ 開始,NextPageAfterImage,709,461,117093,True
グループアクティビティ 開始,NextPageAfterImage,709,461,117648,True
グループアクティビティ 開始,NextPageAfterImage,709,461,118070,True
グループアクティビティ 開始,NextPageAfterImage,709,461,118552,True
グループアクティビティ,,430,283,119349,True
グループアクティビティ,InputCanvas3_1,258,222,120019,True
グループアクティビティ,InputCanvas3_2,225,263,120319,True
グループアクティビティ,InputCanvas3_3,214,321,120814,True
グループアクティビティ,InputCanvas3_4,242,378,121398,True
グループアクティビティ,InputCanvas3_4,255,393,121892,True
グループアクティビティ,InputCanvas3_4,239,363,122491,True
グループアクティビティ,InputCanvas3_4,256,371,122955,True
グループアクティビティ,InputCanvas3_5,230,418,123348,True
グループアクティビティ,InputCanvas3_3,266,316,124724,True
グループアクティビティ,InputCanvas3_6,237,451,126547,True
グループアクティビティ,CompleteInputButton,737,124,127804,True
グループアクティビティ,NextPageAfterImage,732,465,128724,True
グループアクティビティ,NextPageAfterImage,729,476,158936,True
グループアクティビティ,EvaluateAosukeMethodListView,490,318,160107,True
グループアクティビティ,EvaluateAosukeMethodListView,545,324,160380,True
グループアクティビティ,EvaluateAosukeMethodListView,602,326,160700,True
グループアクティビティ,EvaluateAosukeMethodListView,665,330,161004,True
グループアクティビティ,,653,413,161363,True
グループアクティビティ,EvaluateAosukeMethodListView,481,335,161855,True
グループアクティビティ,EvaluateAosukeMethodListView,521,331,162150,True
グループアクティビティ,EvaluateAosukeMethodListView,595,327,162540,True
グループアクティビティ,EvaluateAosukeMethodListView,595,327,162704,True
グループアクティビティ,EvaluateAosukeMethodListView,652,331,163103,True
グループアクティビティ,EvaluateAosukeMethodListView,672,338,163408,True
グループアクティビティ,,663,434,163904,True
グループアクティビティ,EvaluateAosukeMethodListView,485,331,164646,True
グループアクティビティ,EvaluateAosukeMethodListView,485,331,164818,True
グループアクティビティ,EvaluateAosukeMethodListView,485,331,164971,True
グループアクティビティ,EvaluateAosukeMethodListView,543,328,167087,True
グループアクティビティ,EvaluateAosukeMethodListView,602,328,168023,True
グループアクティビティ,EvaluateAosukeMethodListView,665,323,168533,True
グループアクティビティ,,125,405,169800,True
グループアクティビティ,,709,400,171252,True
グループアクティビティ,EvaluateAosukeMethodListView,494,316,171956,True
グループアクティビティ,EvaluateAosukeMethodListView,494,316,172102,True
グループアクティビティ,EvaluateAosukeMethodListView,543,323,172782,True
グループアクティビティ,EvaluateAosukeMethodListView,543,323,172937,True
グループアクティビティ,EvaluateAosukeMethodListView,521,326,173539,True
グループアクティビティ,EvaluateAosukeMethodListView,550,326,173741,True
グループアクティビティ,EvaluateAosukeMethodListView,594,328,174716,True
グループアクティビティ,EvaluateAosukeMethodListView,695,335,175473,True
グループアクティビティ,,670,381,175909,True
グループアクティビティ,EvaluateAosukeMethodListView,476,302,176672,True
グループアクティビティ,EvaluateAosukeMethodListView,476,302,176848,True
グループアクティビティ,EvaluateAosukeMethodListView,476,302,177016,True
グループアクティビティ,EvaluateAosukeMethodListView,476,302,177193,True
グループアクティビティ,EvaluateAosukeMethodListView,480,312,177662,True
グループアクティビティ,EvaluateAosukeMethodListView,480,313,177834,True
グループアクティビティ,EvaluateAosukeMethodListView,536,319,178561,True
グループアクティビティ,EvaluateAosukeMethodListView,536,319,178731,True
グループアクティビティ,EvaluateAosukeMethodListView,537,319,179255,True
グループアクティビティ,EvaluateAosukeMethodListView,620,322,179763,True
グループアクティビティ,EvaluateAosukeMethodListView,620,322,179918,True
グループアクティビティ,EvaluateAosukeMethodListView,620,322,180058,True
グループアクティビティ,EvaluateAosukeMethodListView,669,325,180478,True
グループアクティビティ,EvaluateAosukeMethodListView,669,325,180634,True
グループアクティビティ,EvaluateAosukeMethodListView,669,325,181445,True
グループアクティビティ,,132,403,182390,True
グループアクティビティ,,672,405,183232,True
グループアクティビティ,,672,405,183598,True
グループアクティビティ,EvaluateAosukeMethodListView,481,304,184184,True
グループアクティビティ,EvaluateAosukeMethodListView,481,304,184340,True
グループアクティビティ,EvaluateAosukeMethodListView,481,304,184754,True
