RecordingDate,2021/06/16 16:01:37
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
前回のおさらい,NextPageAfterImage,711,475,987,True
前回のおさらい,NextPageAfterImage,711,475,1172,True
前回のおさらい,NextPageAfterImage,711,475,2046,True
前回のおさらい,BranchButton1Image,430,183,3024,True
漫画購読,MangaFlipArrowImage,665,478,8468,True
漫画購読,MangaFlipArrowImage,665,478,8615,True
漫画購読,NextPageAfterImage,716,468,9324,True
さらにいろいろな問題をかいけつしよう！,NextPageAfterImage,714,469,9754,True
さらにいろいろな問題をかいけつしよう！,NextPageAfterImage,714,469,9924,True
さらにいろいろな問題をかいけつしよう！,NextMessageArrowDownImage,648,445,10970,True
さらにいろいろな問題をかいけつしよう！,NextMessageArrowDownImage,648,445,11132,True
さらにいろいろな問題をかいけつしよう！,NextMessageArrowDownImage,648,445,11296,True
さらにいろいろな問題をかいけつしよう！,NextMessageArrowDownImage,648,445,11460,True
さらにいろいろな問題をかいけつしよう！,MainMessageBubbleImage,648,445,11616,True
さらにいろいろな問題をかいけつしよう！,MainMessageBubbleImage,648,445,11790,True
さらにいろいろな問題をかいけつしよう！,NextPageAfterImage,721,473,12077,True
チャレンジタイム 開始,NextPageAfterImage,721,473,12256,True
チャレンジタイム 開始,NextPageAfterImage,721,473,12410,True
チャレンジタイム 開始,NextPageAfterImage,721,473,12590,True
チャレンジタイム 開始,BackgroundImage,721,473,12878,True
チャレンジタイム 開始,Item03Image,136,285,14141,True
チャレンジタイム！　パート①,InputAkamaruOtherSolutionGrid,461,238,20882,True
チャレンジタイム！　パート①,InputCanvas1,146,257,21887,True
チャレンジタイム！　パート①,CompleteInputButton,730,139,23352,True
チャレンジタイム！　パート①,NextPageAfterImage,729,471,24744,True
アイテム登場,NextPageAfterImage,722,483,30959,True
アイテム登場,NextPageAfterImage,722,483,31110,True
アイテム登場,BackgroundImage,722,483,31290,True
アイテム登場,BackgroundImage,722,483,31476,True
アイテム登場,NextMessageArrowDownImage,656,446,32172,True
アイテム登場,NextMessageArrowDownImage,656,446,32356,True
アイテム登場,NextMessageArrowDownImage,656,446,32533,True
アイテム登場,MainMessageBubbleImage,656,446,32854,True
アイテム登場,MainMessageBubbleImage,656,446,33018,True
アイテム登場,NextPageAfterImage,704,468,33363,True
アイテム登場,NextPageAfterImage,704,468,33836,True
アイテム登場,NextPageAfterImage,704,468,34350,True
アイテム登場,NextPageAfterImage,704,468,34798,True
アイテム登場,BackgroundImage,704,468,35082,True
アイテム登場,BackgroundImage,704,468,35268,True
アイテム登場,NextMessageArrowDownImage,677,455,35643,True
アイテム登場,NextPageAfterImage,716,476,36250,True
アイテム登場,BackgroundImage,716,476,36422,True
アイテム登場,BackgroundImage,716,476,36592,True
アイテム登場,,481,277,37815,True
アイテム登場,NextMessageArrowDownImage,679,442,41261,True
アイテム登場,MainMessageBubbleImage,679,442,41418,True
アイテム登場,NextPageAfterImage,713,473,41926,True
チャレンジタイム！　パート②,InputButton2,333,351,43124,True
チャレンジタイム！　パート②,InputCanvas2_1,260,192,44050,True
チャレンジタイム！　パート②,InputCanvas2_2,226,255,44417,True
チャレンジタイム！　パート②,InputCanvas2_3,238,341,45018,True
チャレンジタイム！　パート②,CompleteInputButton,770,108,46098,True
チャレンジタイム！　パート②,InputButton2,394,403,47517,True
チャレンジタイム！　パート②,CompleteInputButton,744,138,48752,True
チャレンジタイム！　パート②,NextPageAfterImage,714,462,97966,True
チャレンジタイム！　パート②,BackPageBeforeImage,69,472,136371,True
チャレンジタイム！　パート②,InputButton2,137,373,137084,True
チャレンジタイム！　パート②,CompleteInputButton,742,139,147431,True
