RecordingDate,2021/06/16 14:51:19
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
前回のおさらい,NextPageAfterImage,1743,929,1714,True
前回のおさらい,NextPageAfterImage,1743,929,1876,True
前回のおさらい,BackgroundImage,1743,930,2049,False
前回のおさらい,NextPageAfterImage,1750,969,2838,True
前回のおさらい,BackgroundImage,1750,969,2984,True
前回のおさらい,BackgroundImage,1750,969,3164,True
前回のおさらい,ImRememberImage,1180,399,3861,True
漫画購読,MangaFlipArrowImage,1652,971,4631,True
漫画購読,MangaFlipArrowImage,1652,971,4786,True
漫画購読,NextPageAfterImage,1652,971,4958,True
チャレンジタイム！開始,BackgroundImage,1652,971,5114,False
チャレンジタイム！開始,NextPageAfterImage,1660,964,5637,True
チャレンジタイム！パート①開始,NextPageAfterImage,1661,964,5787,True
チャレンジタイム！パート①開始,BackgroundImage,1661,964,5964,False
チャレンジタイム！パート①開始,NextMessageArrowDownImage,1555,891,6692,True
チャレンジタイム！パート①開始,NextMessageArrowDownImage,1569,880,7175,True
青助くんのきもちを考える1,KindOfFeelingInputButton,952,714,8314,True
青助くんのきもちを考える1,SelectGoodFeelingListBox,673,625,9079,True
青助くんのきもちを考える1,NextPageAfterImage,1763,922,9797,True
青助くんのきもちを考える1,SizeOfFeelingInputButton,1290,712,10407,True
青助くんのきもちを考える1,NextPageAfterImage,1673,941,11194,True
青助くんのきもちを考える1,FeelingNextGoImage,1673,941,11372,False
キミちゃんのきもちを考える1,BackgroundImage,1673,941,11533,False
キミちゃんのきもちを考える1,KindOfFeelingInputButton,986,748,12450,True
キミちゃんのきもちを考える1,SelectGoodFeelingListBox,681,719,13278,True
キミちゃんのきもちを考える1,NextPageAfterImage,1771,946,14002,True
キミちゃんのきもちを考える1,SizeOfFeelingInputButton,1375,750,14580,True
キミちゃんのきもちを考える1,NextPageAfterImage,1666,935,15320,True
キミちゃんのきもちを考える1,FeelingNextGoImage,1666,935,15475,True
赤丸くんのチクチク言葉,MainMessageBubbleImage,1666,935,15623,False
